Student_ID,Student_Name,Batch_Year,Year_of_Study,Programme,Department,Mess_Hall_Assigned,Home_State,Home_Region,Dietary_Preference,Non_Veg_Frequency,Veg_Preference_Strength,Food_Allergy,Mess_Plan_Type,Monthly_Mess_Fee_INR,Registration_Date,Exit_Date,Is_Active,Avg_Attendance_Rate,Avg_Taste_Rating_Given,Preferred_Cuisine,Feedback_Participation_Rate,Scholarship_Holder,Hometown_Distance_km
S1649,Gautami Mane,2019,5,M.Tech,CE,MH_B,Madhya Pradesh,Central,Vegan,,,,Custom,3500,06/07/2019,2021-05-29,False,0.587,1.26,North_Indian,0.081,False,814.0
S1650,Wakeeta Desai,2019,5,B.Tech,BT,MH_G,Telangana,South,Veg,,Flexible,None,Breakfast_Only,3500,"July 15, 2019",2023-05-27,False,0.627,1.42,North_Indian,0.112,,559.0
S1651,Anjali Hans,2019,5,B.Tech,CH,MH_B,Rajasthan,North,Veg,,Flexible,,Custom,3500,"July 10, 2019",2023-05-22,False,0.822,4.04,South_Indian,0.652,,116.0
S1652,Ganga Gaba,2019,5,B.Tech,CSE,MH_A,Kerala,South,Non_Veg,Alternate_Days,,None,Lunch_Dinner,3500,2019-07-17,28/05/2023,False,0.679,3.85,North_Indian,0.295,,202.0
S1653,Aarini Grewal,2019,5,B.Tech,BT,MH_A,Uttar Pradesh,North,Veg,,Flexible,None,Breakfast_Only,3500,"July 08, 2019","May 26, 2023",False,0.736,3.8,North_Indian,0.465,,55.0
S1654,Geetika Merchant,2019,5,B.Tech,BT,MH_B,Telangana,South,Veg,,Strict,None,Full_Board,3500,2019-07-12,29/05/2023,False,0.725,2.4,South_Indian,0.138,True,324.0
S1655,Parth Ravi,2019,5,PhD,ME,MH_G,Assam,Northeast,Veg,,Flexible,,Lunch_Dinner,3500,2019-07-08,2024-05-24,False,0.49,2.88,North_Indian,0.291,,146.0
S1656,Yutika Narang,2019,5,B.Tech,Other,MH_B,Andhra Pradesh,South,Veg,,Flexible,,Lunch_Dinner,3500,01/07/2019,20/05/2023,False,0.605,3.53,North_Indian,0.219,True,481.0
S1657,Nandini Chandran,2019,5,M.Tech,ECE,MH_B,Gujarat,West,Eggetarian,Daily,,,Custom,3500,"July 08, 2019",2021-05-27,False,0.899,2.96,,0.591,False,1105.0
S1658,Logan Sood,2019,5,B.Tech,ECE,MH_G,Uttar Pradesh,North,Veg,,Strict,,Full_Board,3500,2019-07-19,2023-05-22,False,0.615,4.55,North_Indian,0.452,,575.0
S1659,Yuvraj Ahuja,2019,5,B.Tech,ME,MH_B,Nagaland,Northeast,Non_Veg,Alternate_Days,,None,Full_Board,3500,2019-07-05,2023-05-23,False,0.552,2.92,South_Indian,0.328,False,1506.0
S1660,Leela Keer,2019,5,B.Tech,CE,MH_A,Bihar,North,Non_Veg,Rarely,,,Full_Board,3500,2019-07-08,2023-05-18,False,0.673,3.72,South_Indian,0.071,False,245.0
S1661,Amara Narayan,2019,5,B.Tech,CE,MH_B,Madhya Pradesh,Central,Non_Veg,Alternate_Days,,None,Full_Board,3500,"July 06, 2019",17/05/2023,False,0.875,3.19,South_Indian,0.363,True,1481.0
S1662,Advay Lal,2019,5,B.Tech,CSE,MH_A,Assam,Northeast,Non_Veg,Daily,,None,Custom,3500,2019-07-06,2023-05-16,False,0.638,2.65,No_Preference,0.526,False,426.0
S1663,Warinder Bhatia,2019,5,B.Tech,ECE,MH_A,Manipur,Northeast,Non_Veg,Daily,,None,Full_Board,3500,"July 11, 2019","May 21, 2023",False,0.723,4.11,North_Indian,0.535,False,1384.0
S1664,Udyati Mohanty,2019,5,PhD,ECE,MH_B,Bihar,North,Veg,,Flexible,None,Full_Board,3500,2019-07-11,27/05/2024,False,0.649,2.65,South_Indian,0.302,True,622.0
S1665,Nidra Thakkar,2019,5,B.Tech,CSE,MH_B,Haryana,North,Veg,,Indifferent,,Custom,3500,"July 02, 2019",2023-05-20,False,0.784,2.05,,0.518,False,443.0
S1666,Jacob Merchant,2019,5,B.Tech,ECE,MH_G,Maharashtra,West,Veg,,Indifferent,,Full_Board,3500,05/07/2019,21/05/2023,False,0.71,2.11,North_Indian,0.337,True,1127.0
S1667,Timothy Kanda,2019,5,B.Tech,BT,MH_B,Bihar,North,Veg,,Strict,None,Lunch_Dinner,3500,2019-07-11,2023-05-23,False,0.538,3.02,North_Indian,0.26,True,1096.0
S1668,Vanya Dua,2019,5,B.Tech,BT,MH_B,West Bengal,East,Non-Veg,Alternate_Days,,,Breakfast_Only,3500,2019-07-18,"May 25, 2023",False,0.7,3.37,South_Indian,0.762,False,1261.0
S1669,Kashvi Sagar,2019,5,B.Tech,ECE,MH_A,Uttar Pradesh,North,Veg,,Strict,None,Custom,3500,2019-07-18,2023-05-27,False,0.5,2.8,South_Indian,0.574,True,426.0
S1670,Tejas Kota,2019,5,B.Tech,BT,MH_B,Jharkhand,East,Veg,,Indifferent,,Lunch_Dinner,3500,2019-07-04,2023-05-26,False,0.682,4.48,North_Indian,0.641,False,150.0
S1671,Sanya Wable,2019,5,PhD,CH,MH_A,Karnataka,South,Veg,,Flexible,,Custom,3500,2019-07-13,2024-05-20,False,0.693,4.64,South_Indian,0.365,False,108.0
S1672,Faras Choudhury,2019,5,B.Tech,ME,MH_A,Gujarat,West,Veg,,Indifferent,None,Lunch_Dinner,3500,2019-07-13,2023-05-20,False,0.475,2.4,No_Preference,0.26,,834.0
S1673,Yashasvi Jain,2019,5,B.Tech,ECE,MH_G,Gujarat,West,Vegan,,,Others,Full_Board,3500,2019-07-13,2023-05-25,False,0.599,2.61,,0.589,True,87.0
S1674,Nitesh Narang,2019,5,B.Tech,ME,MH_A,Tamil Nadu,South,Veg,,Strict,,Full_Board,3500,2019-07-17,2023-05-29,False,0.75,2.8,North_Indian,0.414,False,706.0
S1675,Jackson Jha,2019,5,B.Tech,ME,MH_G,Karnataka,South,Non_Veg,Alternate_Days,,,Full_Board,3500,"July 13, 2019",2023-05-20,False,0.641,1.75,South_Indian,0.237,False,452.0
S1676,Gavin Uppal,2019,5,PhD,CH,MH_B,Odisha,South,Non_Veg,Alternate_Days,,,Lunch_Dinner,3502,2019-07-03,21/05/2024,False,0.993,3.74,North_Indian,0.568,True,463.0
S1677,Christopher Setty,2019,5,PhD,EE,MH_G,Madhya Pradesh,Central,Pure Veg,,Indifferent,None,Full_Board,3500,10/07/2019,2024-05-19,False,1.1425989556314924,3.33,,0.321,,216.0
S1678,Yochana Sagar,2019,5,B.Tech,ME,MH_A,West Bengal,East,Non_Veg,Alternate_Days,,,Full_Board,3500,2019-07-18,2023-05-17,False,0.71,2.89,No_Preference,0.206,,409.0
S1679,Dalbir Shere,2019,5,M.Tech,CH,MH_A,Nagaland,Northeast,Non_Veg,Weekly_Once,,None,Full_Board,3500,2019-07-16,2018-10-28,False,0.882,1.72,No_Preference,0.117,False,219.0
S1680,Anthony Randhawa,2019,5,B.Tech,ME,MH_A,Arunachal Pradesh,Northeast,Veg,,Strict,Nut,Breakfast_Only,3500,"July 09, 2019",21/05/2023,False,0.683,3.73,North_Indian,0.259,,322.0
S1681,Aarush Kamdar,2019,5,M.Tech,ECE,MH_B,Rajasthan,North,Veg,,Flexible,None,Full_Board,3500,"July 04, 2019","May 20, 2021",False,0.518,1.36,North_Indian,0.22,,1551.0
S1682,Chakradev Sampath,2019,5,B.Tech,BT,MH_B,Nagaland,Northeast,Veg,,Flexible,None,Full_Board,3500,"July 03, 2019",2023-05-25,False,0.771,3.79,North_Indian,0.215,,2215.0
S1683,Devansh Bhasin,2019,5,M.Tech,ME,MH_B,Bihar,North,Veg,,Strict,None,Full_Board,3500,2019-07-18,2021-05-16,False,0.696,2.74,South_Indian,0.548,True,1003.0
S1684,Urmi Balay,2019,5,B.Tech,Other,MH_B,Manipur,Northeast,Non_Veg,Weekly_Once,,,Lunch_Dinner,3500,03/07/2019,21/05/2023,False,0.942,3.97,South_Indian,0.528,False,82.0
S1685,Nilima Gole,2019,5,B.Tech,CH,MH_B,Madhya Pradesh,Central,Veg,,Strict,None,Full_Board,3500,2019-07-06,2023-05-21,False,0.895,4.35,South_Indian,0.154,,319.0
S1686,Osha Prasad,2019,5,B.Tech,EE,MH_B,Bihar,North,Veg,,Strict,,Breakfast_Only,3500,11/07/2019,23/05/2023,False,0.707,3.34,No_Preference,0.651,,516.0
S1687,Saumya Purohit,2019,5,PhD,BT,MH_A,Kerala,South,Veg,,Flexible,,Custom,3500,"July 19, 2019",2024-05-23,False,0.841,3.92,South_Indian,0.736,False,422.0
S1688,Faris Zacharia,2019,5,PhD,CSE,MH_B,Tamil Nadu,South,Non_Veg,Rarely,,None,Breakfast_Only,3500,01/07/2019,2024-05-22,False,0.848,1.43,No_Preference,0.36,False,1509.0
S1689,Ijaya Dani,2019,5,B.Tech,CE,MH_A,Tamil Nadu,South,Veg,,Indifferent,None,Full_Board,3589,2019-07-02,2023-05-19,False,0.538,2.99,No_Preference,0.43,True,998.0
S1690,Maya Wadhwa,2019,5,B.Tech,BT,MH_A,Bihar,North,Veg,,Strict,None,Lunch_Dinner,3500,2019-07-04,21/05/2023,False,0.764,3.41,No_Preference,0.05,False,296.0
S1691,Udant Aggarwal,2019,5,B.Tech,CSE,MH_G,Rajasthan,North,Veg,,Flexible,,Full_Board,3500,2019-07-12,2023-05-18,False,0.878,3.59,,0.487,False,94.0
S1692,Chanchal Sheth,2019,5,M.Tech,BT,MH_B,Kerala,South,Veg,,Flexible,None,Full_Board,3500,2019-07-14,"May 23, 2021",False,0.385,3.66,,0.11,False,138.0
S1693,Ladli Karpe,2019,5,B.Tech,ME,MH_G,Maharashtra,West,Veg,,Flexible,,Full_Board,3500,2019-07-07,2023-05-16,False,0.768,1.5,South_Indian,0.219,False,1706.0
S1694,Triveni Pal,2019,5,B.Tech,Other,MH_G,Odisha,East,Veg,,Strict,None,Lunch_Dinner,3500,2019-07-10,2023-05-29,False,0.731,3.64,,0.141,True,50.0
S1695,Anya Gulati,2019,5,PhD,ECE,MH_B,Arunachal Pradesh,Northeast,Non_Veg,Weekly_Once,,None,Full_Board,3500,18/07/2019,2024-05-23,False,0.501,2.31,South_Indian,0.429,,149.0
S1696,Azad Saini,2019,5,B.Tech,ME,MH_G,Gujarat,West,Veg,,Flexible,None,Full_Board,3500,11/07/2019,2023-05-16,False,0.952,2.53,No_Preference,0.615,,936.0
S1697,Wridesh Jhaveri,2019,5,B.Tech,ME,MH_A,Gujarat,West,Veg,,Strict,None,Full_Board,3500,2019-07-05,15/05/2023,False,0.716,2.81,No_Preference,0.736,False,300.0
S1698,Harrison Bandi,2019,5,M.Tech,CSE,MH_A,Jharkhand,East,Eggetarian,Alternate_Days,,,Full_Board,3500,18/07/2019,2021-05-19,False,0.686,4.4,North_Indian,0.265,False,204.0
S1699,Chanakya Konda,2019,5,PhD,ME,MH_B,Jharkhand,East,Non_Veg,Alternate_Days,,,Full_Board,3500,2019-07-01,2024-05-17,False,0.743,4.33,North_Indian,0.129,False,2473.0
S1700,Neelima Sarna,2019,5,B.Tech,Other,MH_B,Himachal Pradesh,North,Veg,,Flexible,Lactose,Custom,3500,2019-07-08,2023-05-20,False,0.7,3.59,Continental,0.132,False,286.0
S1701,Teerth Bhalla,2019,5,M.Tech,ECE,MH_A,Jharkhand,East,Veg,,Strict,None,Full_Board,3500,17/07/2019,2021-05-26,False,0.663,3.5,North_Indian,0.064,False,417.0
S1702,Yahvi Mann,2019,5,B.Tech,CE,MH_A,Maharashtra,West,Veg,,Flexible,None,Full_Board,3500,2019-07-14,"May 17, 2023",False,0.618,2.5,North_Indian,0.501,,425.0
S1703,Eiravati Nagi,2019,5,B.Tech,CE,MH_A,Uttar Pradesh,North,Veg,,Flexible,None,Custom,3500,2019-07-14,2023-05-17,False,0.786,3.42,North_Indian,0.464,False,115.0
S1704,Chasmum Dhar,2019,5,B.Tech,BT,MH_A,Maharashtra,West,Veg,,Flexible,,Breakfast_Only,3500,2019-07-09,2023-05-28,False,0.718,2.9,North_Indian,0.246,,900.0
S1705,Odika Mital,2019,5,M.Tech,CSE,MH_B,Uttar Pradesh,North,Veg,,Strict,None,Full_Board,3500,2019-07-10,15/05/2021,False,0.851,4.43,South_Indian,0.146,False,242.0
S1706,Darsh Gill,2019,5,M.Tech,EE,MH_B,West Bengal,East,Eggetarian,Alternate_Days,,None,Full_Board,3500,"July 02, 2019",2021-05-27,False,0.435,2.44,Continental,0.473,,548.0
S1707,Warhi Batta,2019,5,M.Tech,CE,MH_A,Haryana,North,Veg,,Indifferent,None,Full_Board,3500,"July 18, 2019","May 18, 2021",False,0.737,3.48,,0.44,,919.0
S1708,Lakshmi Vohra,2019,5,B.Tech,CSE,MH_G,Uttar Pradesh,North,Veg,,Flexible,None,Full_Board,3500,"July 02, 2019",24/05/2023,False,0.589,2.15,No_Preference,0.681,True,168.0
S1709,Omaja Rege,2019,5,M.Tech,CH,MH_A,Kerala,South,Non_Veg,Alternate_Days,,None,Full_Board,3500,"July 05, 2019",2021-05-19,False,0.761,3.76,,0.383,True,337.0
S1710,Charita Puri,2019,5,B.Tech,CSE,MH_B,Maharashtra,West,Non_Veg,Weekly_Once,,None,Full_Board,3500,07/07/2019,2023-05-24,False,0.573,3.69,No_Preference,0.23,,70.0
S1711,Urvashi Khosla,2019,5,M.Tech,CH,MH_B,Odisha,East,Veg,,Strict,,Full_Board,3500,2019-07-09,2021-05-26,False,0.692,3.43,South_Indian,0.493,False,322.0
S1712,Charita Dhawan,2019,5,B.Tech,CSE,MH_G,Gujarat,West,Veg,,Strict,None,Full_Board,3500,11/07/2019,15/05/2023,False,0.69,1.94,,0.667,True,402.0
S1713,Dalbir Sachar,2019,5,B.Tech,BT,MH_A,Telangana,South,Veg,,Strict,,Full_Board,3500,2019-07-09,2023-05-29,False,0.51,3.34,No_Preference,0.216,,312.0
S1714,Krish Rama,2019,5,B.Tech,EE,MH_A,Rajasthan,North,Veg,,Indifferent,None,Full_Board,3500,10/07/2019,2023-05-21,False,0.652,3.75,Continental,0.188,True,1232.0
S1715,Aadhya Jani,2019,5,M.Tech,Other,MH_A,Uttarakhand,North,Non_Veg,Rarely,,None,Full_Board,3500,2019-07-11,15/05/2021,False,0.776,2.44,North_Indian,0.289,,2950.0
S1716,Farhan Sengupta,2019,5,B.Tech,Other,MH_A,Rajasthan,North,Veg,,Flexible,None,Full_Board,3525,"July 05, 2019",2023-05-19,False,0.757,2.67,South_Indian,0.39,True,720.0
S1717,George Wason,2019,5,B.Tech,Other,MH_G,Chhattisgarh,Central,Veg,,Indifferent,None,Full_Board,3500,2019-07-05,2023-05-20,False,0.557,2.67,,0.475,,577.0
S1718,Charan Loyal,2019,5,B.Tech,ME,MH_A,Jharkhand,East,Non_Veg,Alternate_Days,,,Lunch_Dinner,3500,2019-07-13,22/05/2023,False,0.766,3.03,,0.342,False,408.0
S1719,Balveer Bora,2019,5,B.Tech,CSE,MH_A,West Bengal,East,non_veg,Alternate_Days,,Gluten,Custom,3500,10/07/2019,2023-05-27,False,0.687,4.64,North_Indian,0.21,False,1129.0
S1720,Teerth Srinivas,2019,5,M.Tech,ECE,MH_G,Gujarat,West,Veg,,Indifferent,None,Full_Board,3500,06/07/2019,2021-05-18,False,1.0617487088181397,3.91,,0.158,True,82.0
S1721,Gaurangi Mitter,2019,5,B.Tech,ME,MH_G,West Bengal,East,Veg,,Strict,None,Lunch_Dinner,3500,05/07/2019,"May 24, 2023",False,0.675,3.08,No_Preference,0.514,True,481.0
S1722,Siddharth Gupta,2019,5,B.Tech,ECE,MH_A,Uttar Pradesh,North,Eggetarian,Alternate_Days,,None,Lunch_Dinner,3500,02/07/2019,2018-07-16,False,0.616,1.86,North_Indian,0.399,True,702.0
S1723,Varenya Kibe,2019,5,B.Tech,CE,MH_G,Uttar Pradesh,North,Non_Veg,Alternate_Days,,None,Full_Board,3500,15/07/2019,"August 29, 2018",False,0.857,2.74,,0.446,False,610.0
S1724,Mekhala Khatri,2019,5,B.Tech,CSE,MH_B,Tripura,Northeast,Non_Veg,Daily,,,Full_Board,3500,2019-07-11,2023-05-17,False,0.737,4.71,No_Preference,0.111,True,704.0
S1725,Barkha Rai,2019,5,B.Tech,CE,MH_A,Madhya Pradesh,Central,Veg,,Strict,None,Full_Board,3500,09/07/2019,"May 25, 2023",False,0.652,4.04,,0.383,False,191.0
S1726,Jagrati Morar,2019,5,B.Tech,CE,MH_G,Bihar,North,Eggetarian,Daily,,,Custom,3500,18/07/2019,2023-05-16,False,0.447,3.03,South_Indian,0.379,False,637.0
S1727,Jagvi Varghese,2019,5,B.Tech,BT,MH_B,Bihar,North,Veg,,Strict,,Full_Board,3500,2019-07-04,"May 15, 2023",False,0.714,3.35,No_Preference,0.637,,1342.0
S1728,Unnati Chaudhari,2019,5,PhD,CSE,MH_G,Gujarat,West,Veg,,Flexible,,Breakfast_Only,3500,2019-07-13,2024-05-28,False,0.703,3.43,South_Indian,0.318,False,546.0
S1729,Ekaja Jani,2019,5,B.Tech,CE,MH_B,Nagaland,Northeast,Non_Veg,Alternate_Days,,Nut,Full_Board,3500,2019-07-16,2023-05-28,False,0.658,2.96,,0.53,True,683.0
S1730,Dhriti Sachdev,2019,5,B.Tech,ECE,MH_A,Uttar Pradesh,North,Veg,,Strict,None,Breakfast_Only,3500,"July 17, 2019",2023-05-28,False,0.661,2.58,North_Indian,0.582,False,743.0
S1731,Timothy Dhingra,2019,5,B.Tech,CSE,MH_A,Uttar Pradesh,North,Veg,,Strict,,Full_Board,3500,2019-07-13,"May 16, 2023",False,0.811,2.49,North_Indian,0.268,,466.0
S1732,Advika Sahni,2019,5,B.Tech,CSE,MH_A,Gujarat,West,Veg,,Flexible,None,Lunch_Dinner,3500,11/07/2019,2023-05-21,False,0.708,3.87,North_Indian,0.361,False,584.0
S1733,Michael Hayre,2019,5,B.Tech,ECE,MH_B,Rajasthan,North,Vegan,,,None,Full_Board,3500,2019-07-13,2023-05-25,False,0.754,3.49,,0.293,False,1993.0
S1734,Victor Raghavan,2019,5,B.Tech,Other,MH_G,West Bengal,East,VEG,,Flexible,,Full_Board,3500,2019-07-02,18/05/2023,False,0.515,3.72,South_Indian,0.298,False,747.0
S1735,Xalak Nazareth,2019,5,M.Tech,EE,MH_A,Bihar,North,Veg,,Flexible,,Custom,3500,09/07/2019,2021-05-23,False,0.474,4.49,South_Indian,0.391,True,212.0
S1736,Vrinda Swaminathan,2019,5,B.Tech,CSE,MH_A,Chhattisgarh,Central,Non_Veg,Weekly_Once,,None,Breakfast_Only,3500,2019-07-07,2023-05-24,False,0.862,4.1,South_Indian,0.391,False,648.0
S1737,Om Pandey,2019,5,B.Tech,EE,MH_A,Bihar,North,Veg,,Strict,None,Full_Board,3500,2019-07-08,"May 26, 2023",False,0.779,2.89,North_Indian,0.423,False,1142.0
S1738,Logan Suresh,2019,5,M.Tech,CH,MH_G,West Bengal,East,Eggetarian,Alternate_Days,,,Full_Board,3500,2019-07-05,17/05/2021,False,0.981,2.57,,0.275,True,872.0
S1739,Daniel Viswanathan,2019,5,B.Tech,CSE,MH_G,Bihar,North,Non_Veg,Alternate_Days,,,Full_Board,3500,2019-07-15,2023-05-24,False,0.778,2.25,North_Indian,0.624,True,491.0
S1740,Falan Bava,2019,5,B.Tech,Other,MH_B,Uttar Pradesh,North,Non_Veg,Weekly_Once,,None,Full_Board,3613,2019-07-08,25/05/2023,False,0.689,3.84,No_Preference,0.412,False,1093.0
S1741,Nitara Devan,2019,5,B.Tech,CSE,MH_A,Maharashtra,West,Veg,,Flexible,,Full_Board,3500,2019-07-19,2023-05-26,False,0.574,2.85,South_Indian,0.533,,554.0
S1742,Ekansh Dora,2019,5,B.Tech,ECE,MH_B,Kerala,South,Non_Veg,Weekly_Once,,None,Breakfast_Only,3500,2019-07-10,"May 27, 2023",False,0.674,3.84,,0.231,False,566.0
S1743,Tejas Tiwari,2019,5,B.Tech,CSE,MH_B,Himachal Pradesh,North,Veg,,Strict,,Lunch_Dinner,3500,2019-07-11,"May 24, 2023",False,0.698,3.49,South_Indian,0.086,False,396.0
S1744,Kashvi Bhasin,2019,5,B.Tech,ME,MH_A,Andhra Pradesh,South,Non_Veg,Rarely,,None,Lunch_Dinner,3500,06/07/2019,2023-05-29,False,0.697,2.4,No_Preference,0.442,,1131.0
S1745,Vinaya Babu,2019,5,M.Tech,EE,MH_A,Gujarat,West,Veg,,Flexible,None,Custom,3500,2019-07-01,2021-05-28,False,0.725,3.67,,0.178,,592.0
S1746,Nisha Arora,2019,5,B.Tech,EE,MH_A,Rajasthan,North,Veg,,Flexible,None,Breakfast_Only,3500,"July 10, 2019",2023-05-27,False,0.485,4.49,North_Indian,0.351,,89.0
S1747,Anvi Wason,2019,5,PhD,CE,MH_G,Meghalaya,Northeast,Veg,,Strict,Nut,Lunch_Dinner,3500,2019-07-08,"May 26, 2024",False,0.604,3.74,North_Indian,0.519,False,1654.0
S1748,Anay Thakkar,2019,5,PhD,ME,MH_B,Bihar,North,Veg,,Flexible,None,Breakfast_Only,3500,14/07/2019,2024-05-29,False,0.571,3.82,South_Indian,0.232,False,240.0
S1749,Praneel Chhabra,2019,5,M.Tech,ME,MH_G,Bihar,North,Eggetarian,Daily,,None,Full_Board,3500,2019-07-14,16/05/2021,False,0.758,4.02,North_Indian,0.861,False,1518.0
S1750,Manthan Khosla,2019,5,B.Tech,EE,MH_G,Bihar,North,Non_Veg,Alternate_Days,,,Full_Board,3500,"July 10, 2019",2023-05-27,False,0.781,3.37,,0.281,,1455.0
S1751,,2019,5,B.Tech,CSE,MH_B,Haryana,North,Veg,,Flexible,,Lunch_Dinner,3500,2019-07-02,"May 21, 2023",False,0.632,2.61,,0.7,True,1848.0
S1752,Zayyan Pandya,2019,5,B.Tech,ECE,MH_A,Odisha,East,Non_Veg,Alternate_Days,,Lactose,Full_Board,3500,"July 09, 2019","May 27, 2023",False,0.725,2.91,South_Indian,0.554,False,1310.0
S1753,Mekhala Brar,2019,5,M.Tech,CSE,MH_B,Uttar Pradesh,North,Veg,,Flexible,None,Lunch_Dinner,3500,2019-07-13,2021-05-22,False,0.838,3.64,North_Indian,0.168,False,1810.0
S1754,Nidra Sharaf,2019,5,B.Tech,ECE,MH_A,Chhattisgarh,Central,Veg,,Indifferent,None,Full_Board,3500,2019-07-01,"May 22, 2023",False,0.6,2.92,North_Indian,0.279,,208.0
S1755,Upkaar Mital,2019,5,B.Tech,ME,MH_B,Karnataka,South,Veg,,Strict,Others,Full_Board,3500,13/07/2019,2023-05-29,False,0.523,2.82,Continental,0.369,True,2231.0
S1756,Azad Chander,2019,5,PhD,ECE,MH_G,Telangana,South,Veg,,Strict,None,Lunch_Dinner,3500,"July 03, 2019",2024-05-23,False,0.93,2.84,South_Indian,0.367,False,3000.0
S1757,Ladli Purohit,2019,5,B.Tech,CSE,MH_G,Maharashtra,West,Veg,,Strict,None,Full_Board,3500,01/07/2019,2023-05-15,False,0.611,2.47,South_Indian,0.059,False,120.0
S1758,Daksh Andra,2019,5,M.Tech,ME,MH_G,Bihar,North,Veg,,Flexible,None,Full_Board,3500,09/07/2019,16/05/2021,False,0.615,4.46,North_Indian,0.393,True,393.0
S1759,Fitan Tata,2019,5,B.Tech,ECE,MH_A,Gujarat,West,Veg,,Flexible,None,Breakfast_Only,3524,2019-07-16,2023-05-29,False,0.822,1.34,,0.711,False,643.0
S1760,Garima Chandran,2019,5,B.Tech,ECE,MH_B,Maharashtra,West,Veg,,Flexible,None,Full_Board,3500,"July 03, 2019",2023-05-18,False,0.761,2.95,Continental,0.465,False,373.0
S1761,Victor Kakar,2019,5,B.Tech,ECE,MH_G,Karnataka,South,VEG,,Strict,None,Full_Board,3588,"July 10, 2019",2023-05-15,False,0.53,2.17,No_Preference,0.294,False,99.0
S1762,Anika Batra,2019,5,B.Tech,BT,MH_A,Uttarakhand,North,Veg,,Indifferent,None,Full_Board,3500,2019-07-07,2019-06-07,False,0.586,3.73,South_Indian,0.26,True,340.0
S1763,Avni Bali,2019,5,B.Tech,ECE,MH_A,Tamil Nadu,South,Eggetarian,Alternate_Days,,Gluten,Full_Board,3500,2019-07-14,2023-05-28,False,1.0732689498790033,2.19,North_Indian,0.811,False,228.0
S1764,Divya Babu,2019,5,B.Tech,ECE,MH_B,Maharashtra,West,Veg,,Flexible,None,Breakfast_Only,3570,"July 10, 2019",17/05/2023,False,0.756,4.03,South_Indian,0.206,False,62.0
S1765,Maanas Rao,2019,5,B.Tech,EE,MH_B,Uttar Pradesh,North,Veg,,Flexible,,Full_Board,3500,2019-07-08,2023-05-20,False,0.7,3.62,,0.323,,175.0
S1766,Chandani Gaba,2019,5,B.Tech,ME,MH_G,Tamil Nadu,South,Veg,,Strict,Lactose,Full_Board,3500,2019-07-05,2023-05-27,False,0.479,2.1,,0.05,False,478.0
S1767,Lopa Zachariah,2019,5,B.Tech,CE,MH_G,Sikkim,Northeast,Non_Veg,Alternate_Days,,,Full_Board,3500,2019-07-03,2023-05-28,False,0.87,3.69,No_Preference,0.389,False,183.0
S1768,Leena Dey,2019,5,B.Tech,CSE,MH_B,Bihar,North,Veg,,Strict,None,Full_Board,3500,2019-07-04,2023-05-21,False,0.551,3.38,North_Indian,0.416,True,706.0
S1769,Xiti Pal,2019,5,B.Tech,CH,MH_B,Maharashtra,West,Veg,,Strict,,Full_Board,3500,2019-07-13,2023-05-26,False,0.889,3.88,North_Indian,0.397,True,169.0
S1770,Guneet Sarkar,2019,5,M.Tech,ME,MH_A,Maharashtra,West,Veg,,Indifferent,None,Full_Board,3500,"July 01, 2019",15/05/2021,False,0.886,4.08,North_Indian,0.254,False,276.0
S1771,Faqid Oak,2019,5,B.Tech,Other,MH_B,Telangana,South,Veg,,Flexible,None,Custom,3500,2019-07-18,2023-05-26,False,0.765,2.02,North_Indian,0.368,False,882.0
S1772,Eta Balan,2019,5,PhD,ECE,MH_G,Telangana,South,Veg,,Indifferent,,Custom,3500,2019-07-07,2024-05-29,False,0.624,2.99,South_Indian,0.509,False,65.0
S1773,Shravya Swaminathan,2019,5,PhD,ME,MH_G,Tripura,Northeast,Non_Veg,Rarely,,None,Full_Board,3500,"July 14, 2019",2024-05-17,False,0.775,3.12,South_Indian,0.244,False,373.0
S1774,Ishani Prashad,2019,5,B.Tech,EE,MH_A,Telangana,South,Non_Veg,Daily,,None,Full_Board,3500,2019-07-17,2023-05-23,False,0.626,2.2,North_Indian,0.474,,1168.0
S1775,Quincy Rai,2019,5,B.Tech,ECE,MH_B,Bihar,North,Veg,,Strict,None,Full_Board,3500,2019-07-05,27/05/2023,False,0.756,3.41,,0.502,False,662.0
S1776,Chakrika Koshy,2019,5,B.Tech,CSE,MH_A,Uttar Pradesh,North,Veg,,Indifferent,None,Full_Board,3500,2019-07-11,2023-05-19,False,0.659,1.9,South_Indian,0.125,False,803.0
S1777,Fitan Loyal,2019,5,B.Tech,EE,MH_A,Chhattisgarh,Central,Non_Veg,Rarely,,Gluten,Full_Board,3500,"July 14, 2019",2018-11-07,False,0.906,3.82,North_Indian,0.584,False,337.0
S1778,Lajita Dube,2019,5,M.Tech,CE,MH_G,Telangana,South,Veg,,Flexible,None,Breakfast_Only,3500,15/07/2019,2021-05-27,False,0.669,3.58,North_Indian,0.176,True,129.0
S1779,Edhitha Patel,2019,5,B.Tech,EE,MH_A,Rajasthan,North,nonveg,Weekly_Once,,None,Custom,3500,"July 01, 2019","May 28, 2023",False,0.566,1.7,North_Indian,0.528,True,1619.0
S1780,Gavin Ahluwalia,2019,5,B.Tech,Other,MH_B,Bihar,North,Veg,,Strict,None,Breakfast_Only,3500,08/07/2019,2023-05-25,False,0.561,2.75,No_Preference,0.273,,137.0
